Date,MINERvA POT,MINERvAxMINOS POT,POT Delivered,MINERvA Efficiency,MINERvA×MINOS Efficiency,DAQ Clock Livetime,MINERvA Total POT,MINERvA×MINOS Total POT,Delivered Total POT
2016-02-29,2.09E+18,2.08E+18,2.13E+18,98.01,97.259,,7.914E+20,7.702E+20,8.148E+20
2016-03-01,1.10E+18,1.09E+18,1.13E+18,97.094,96.581,,7.925E+20,7.712E+20,8.159E+20
2016-03-02,2.04E+18,2.03E+18,2.12E+18,96.133,95.813,,7.945E+20,7.733E+20,8.181E+20
2016-03-03,1.71E+18,1.69E+18,1.99E+18,85.833,84.554,,7.962E+20,7.750E+20,8.201E+20
2016-03-04,2.09E+18,2.09E+18,2.13E+18,98.258,97.911,,7.983E+20,7.770E+20,8.222E+20
2016-03-05,2.79E+16,0.00E+00,9.89E+16,28.23,0,,7.983E+20,7.770E+20,8.223E+20
2016-03-06,1.87E+18,1.60E+16,1.90E+18,98.22,0.84,,8.002E+20,7.771E+20,8.242E+20
2016-03-07,1.84E+18,1.74E+18,1.93E+18,95.543,90.276,,8.021E+20,7.788E+20,8.261E+20
2016-03-08,1.91E+18,1.90E+18,2.12E+18,90.175,89.864,,8.040E+20,7.807E+20,8.282E+20
2016-03-09,2.25E+18,2.24E+18,2.29E+18,98.184,97.891,,8.062E+20,7.830E+20,8.305E+20
2016-03-10,1.85E+18,1.84E+18,1.89E+18,98.132,97.437,,8.081E+20,7.848E+20,8.324E+20
2016-03-11,2.12E+18,2.12E+18,2.24E+18,94.943,94.678,,8.102E+20,7.869E+20,8.346E+20
2016-03-12,2.25E+18,2.24E+18,2.29E+18,98.2,97.916,,8.124E+20,7.891E+20,8.369E+20
2016-03-13,2.17E+18,2.16E+18,2.20E+18,98.265,98.016,,8.146E+20,7.913E+20,8.391E+20
2016-03-14,2.16E+18,2.15E+18,2.26E+18,95.589,95.299,,8.168E+20,7.935E+20,8.414E+20
2016-03-15,2.06E+18,2.06E+18,2.09E+18,98.326,98.314,,8.188E+20,7.955E+20,8.435E+20
2016-03-16,2.08E+18,2.08E+18,2.12E+18,98.223,97.918,,8.209E+20,7.976E+20,8.456E+20
2016-03-17,1.78E+18,1.71E+18,1.88E+18,95.008,91.032,,8.227E+20,7.993E+20,8.475E+20
2016-03-18,2.09E+18,2.07E+18,2.13E+18,98.278,97.252,,8.248E+20,8.014E+20,8.496E+20
2016-03-19,2.31E+18,2.30E+18,2.35E+18,98.158,97.874,,8.271E+20,8.037E+20,8.520E+20
2016-03-20,2.24E+18,2.23E+18,2.28E+18,98.276,97.992,,8.293E+20,8.059E+20,8.542E+20
2016-03-21,2.17E+18,2.16E+18,2.23E+18,97.356,97.066,,8.315E+20,8.081E+20,8.565E+20
2016-03-22,1.99E+18,1.99E+18,2.10E+18,94.753,94.455,,8.335E+20,8.101E+20,8.586E+20
2016-03-23,2.22E+18,2.21E+18,2.26E+18,98.162,97.905,,8.357E+20,8.123E+20,8.608E+20
2016-03-24,1.71E+18,1.71E+18,2.10E+18,81.217,81.204,,8.374E+20,8.140E+20,8.629E+20
2016-03-25,1.54E+18,1.53E+18,1.88E+18,81.719,81.432,,8.390E+20,8.155E+20,8.648E+20
2016-03-26,2.05E+18,2.04E+18,2.16E+18,94.953,94.644,,8.410E+20,8.175E+20,8.670E+20
2016-03-27,2.28E+18,2.27E+18,2.32E+18,98.142,97.865,,8.433E+20,8.198E+20,8.693E+20
2016-03-28,1.82E+18,1.75E+18,2.29E+18,76.246,76.356,,8.451E+20,8.216E+20,8.716E+20
2016-03-29,2.17E+18,2.16E+18,2.21E+18,98.22,97.946,,8.473E+20,8.237E+20,8.738E+20
2016-03-30,1.36E+18,1.36E+18,1.39E+18,98.338,98.313,,8.486E+20,8.251E+20,8.752E+20
2016-03-31,2.12E+18,2.03E+18,2.16E+18,98.208,94.368,,8.507E+20,8.271E+20,8.773E+20
2016-04-01,2.03E+18,1.99E+18,2.07E+18,98.209,96.508,,8.528E+20,8.291E+20,8.794E+20
2016-04-02,2.22E+18,2.22E+18,2.27E+18,98.204,97.919,,8.550E+20,8.313E+20,8.817E+20
2016-04-03,2.27E+18,2.26E+18,2.31E+18,98.135,97.843,,8.573E+20,8.336E+20,8.840E+20
2016-04-04,2.27E+18,2.26E+18,2.31E+18,98.245,97.564,,8.595E+20,8.359E+20,8.863E+20
2016-04-05,2.28E+18,2.19E+18,2.32E+18,98.169,94.48,,8.618E+20,8.381E+20,8.886E+20
2016-04-06,8.80E+17,6.74E+17,9.15E+17,96.21,73.728,,8.627E+20,8.387E+20,8.895E+20
2016-04-07,2.11E+18,2.10E+18,2.15E+18,98.211,97.916,,8.648E+20,8.408E+20,8.917E+20
2016-04-08,2.16E+18,2.15E+18,2.20E+18,97.872,97.626,,8.670E+20,8.430E+20,8.939E+20
2016-04-09,2.17E+18,1.96E+18,2.21E+18,98.193,88.795,,8.691E+20,8.449E+20,8.961E+20
2016-04-10,2.14E+18,1.19E+18,2.18E+18,98.204,54.719,,8.713E+20,8.461E+20,8.983E+20
2016-04-11,2.11E+18,0.00E+00,2.15E+18,98.211,0,,8.734E+20,8.461E+20,9.004E+20
2016-04-12,2.22E+18,0.00E+00,2.28E+18,97.013,0,,8.756E+20,8.461E+20,9.027E+20
2016-04-13,2.28E+18,8.88E+17,2.32E+18,98.15,38.226,,8.779E+20,8.470E+20,9.050E+20
2016-04-14,2.26E+18,2.18E+18,2.30E+18,98.227,94.915,,8.801E+20,8.492E+20,9.073E+20
2016-04-15,2.17E+18,2.09E+18,2.21E+18,98.227,94.65,,8.823E+20,8.513E+20,9.095E+20
2016-04-16,2.08E+18,2.07E+18,2.12E+18,98.257,97.95,,8.844E+20,8.534E+20,9.116E+20
2016-04-17,2.12E+18,2.11E+18,2.15E+18,98.218,97.914,,8.865E+20,8.555E+20,9.138E+20
2016-04-18,2.29E+18,2.17E+18,2.33E+18,98.22,93.118,,8.888E+20,8.576E+20,9.161E+20
2016-04-19,2.30E+18,2.23E+18,2.34E+18,98.255,95.342,,8.911E+20,8.599E+20,9.185E+20
2016-04-20,2.08E+18,2.07E+18,2.24E+18,92.895,92.64,,8.932E+20,8.620E+20,9.207E+20
2016-04-21,2.21E+18,2.21E+18,2.25E+18,98.253,97.955,,8.954E+20,8.642E+20,9.230E+20
2016-04-22,1.49E+18,1.48E+18,1.52E+18,98.398,97.96,,8.969E+20,8.656E+20,9.245E+20
2016-04-23,1.38E+18,1.37E+18,1.40E+18,98.157,97.702,,8.982E+20,8.670E+20,9.259E+20
2016-04-24,9.47E+17,9.44E+17,9.59E+17,98.74,98.383,,8.992E+20,8.680E+20,9.268E+20
2016-04-25,1.19E+18,1.19E+18,1.21E+18,98.641,98.354,,9.004E+20,8.691E+20,9.280E+20
2016-04-26,1.22E+18,1.22E+18,1.24E+18,98.754,98.474,,9.016E+20,8.704E+20,9.293E+20
2016-04-27,1.31E+18,1.31E+18,1.33E+18,98.639,98.347,,9.029E+20,8.717E+20,9.306E+20
2016-04-28,1.32E+18,1.32E+18,1.34E+18,98.646,98.365,,9.042E+20,8.730E+20,9.319E+20
2016-04-29,1.24E+18,1.24E+18,1.26E+18,98.786,98.485,,9.055E+20,8.742E+20,9.332E+20
2016-04-30,1.32E+18,1.31E+18,1.34E+18,98.551,98.261,,9.068E+20,8.755E+20,9.345E+20
2016-05-01,1.31E+18,1.30E+18,1.32E+18,98.773,98.314,,9.081E+20,8.768E+20,9.359E+20
2016-05-02,1.31E+18,1.31E+18,1.33E+18,98.694,98.438,,9.094E+20,8.781E+20,9.372E+20
2016-05-03,1.31E+18,1.30E+18,1.33E+18,98.659,97.738,,9.107E+20,8.794E+20,9.385E+20
2016-05-04,1.36E+18,1.35E+18,1.37E+18,98.783,98.492,,9.121E+20,8.808E+20,9.399E+20
2016-05-05,9.18E+17,9.15E+17,9.31E+17,98.653,98.257,,9.130E+20,8.817E+20,9.408E+20
2016-05-06,1.15E+18,1.15E+18,1.37E+18,83.528,83.509,,9.141E+20,8.829E+20,9.422E+20
2016-05-07,1.30E+18,1.29E+18,1.32E+18,98.745,97.958,,9.154E+20,8.841E+20,9.435E+20
2016-05-08,1.16E+18,1.15E+18,1.17E+18,98.728,98.405,,9.166E+20,8.853E+20,9.447E+20
2016-05-09,1.26E+18,1.25E+18,1.27E+18,98.721,98.003,,9.179E+20,8.866E+20,9.460E+20
2016-05-10,1.28E+18,1.06E+18,1.32E+18,97,80.253,,9.191E+20,8.876E+20,9.473E+20
2016-05-11,4.78E+17,4.78E+17,4.85E+17,98.555,98.537,,9.196E+20,8.881E+20,9.478E+20
2016-05-12,1.15E+18,1.12E+18,1.16E+18,98.784,95.867,,9.208E+20,8.892E+20,9.489E+20
2016-05-13,1.44E+18,1.44E+18,1.46E+18,98.354,98.087,,9.222E+20,8.906E+20,9.504E+20
2016-05-14,1.94E+18,1.93E+18,1.97E+18,98.264,97.971,,9.241E+20,8.926E+20,9.524E+20
2016-05-15,1.99E+18,1.99E+18,2.03E+18,98.147,97.84,,9.261E+20,8.946E+20,9.544E+20
2016-05-16,2.31E+18,2.31E+18,2.36E+18,98.23,97.924,,9.284E+20,8.969E+20,9.567E+20
2016-05-17,2.24E+18,2.23E+18,2.28E+18,98.281,97.995,,9.307E+20,8.991E+20,9.590E+20
2016-05-18,2.22E+18,2.21E+18,2.26E+18,98.258,97.991,,9.329E+20,9.013E+20,9.613E+20
2016-05-19,2.21E+18,2.16E+18,2.25E+18,98.223,95.855,,9.351E+20,9.035E+20,9.635E+20
2016-05-20,1.98E+18,1.98E+18,2.02E+18,98.108,98.093,,9.371E+20,9.054E+20,9.656E+20
2016-05-21,2.28E+18,2.19E+18,2.32E+18,98.188,94.292,,9.394E+20,9.076E+20,9.679E+20
2016-05-22,2.07E+18,1.38E+18,2.11E+18,98.232,65.252,,9.414E+20,9.090E+20,9.700E+20
2016-05-23,2.10E+18,2.10E+18,2.14E+18,98.255,98.028,,9.436E+20,9.111E+20,9.721E+20
2016-05-24,2.15E+18,2.14E+18,2.19E+18,98.26,97.966,,9.457E+20,9.132E+20,9.743E+20
2016-05-25,1.83E+18,1.82E+18,1.86E+18,98.282,97.932,,9.475E+20,9.151E+20,9.762E+20
2016-05-26,2.14E+18,2.13E+18,2.17E+18,98.233,97.928,,9.497E+20,9.172E+20,9.783E+20
2016-05-27,1.69E+18,1.65E+18,1.72E+18,98.221,96.087,,9.514E+20,9.188E+20,9.801E+20
2016-05-28,2.17E+18,2.16E+18,2.21E+18,98.127,97.83,,9.535E+20,9.210E+20,9.823E+20
2016-05-29,2.01E+18,2.00E+18,2.05E+18,97.996,97.689,,9.555E+20,9.230E+20,9.843E+20
2016-05-30,1.32E+18,1.31E+18,1.34E+18,98.107,97.656,,9.568E+20,9.243E+20,9.857E+20
2016-05-31,2.17E+18,2.17E+18,2.21E+18,98.178,97.986,,9.590E+20,9.265E+20,9.879E+20
2016-06-01,2.16E+18,2.14E+18,2.20E+18,98.203,97.262,,9.612E+20,9.286E+20,9.901E+20
2016-06-02,2.21E+18,2.12E+18,2.25E+18,98.22,94.526,,9.634E+20,9.308E+20,9.923E+20
2016-06-03,2.08E+18,2.05E+18,2.12E+18,98.18,96.668,,9.655E+20,9.328E+20,9.944E+20
2016-06-04,1.88E+18,1.88E+18,1.94E+18,98.894,96.605,,9.673E+20,9.347E+20,9.964E+20
2016-06-05,1.39E+18,1.39E+18,1.42E+18,98.032,97.789,,9.687E+20,9.361E+20,9.978E+20
2016-06-06,7.02E+17,7.01E+17,7.18E+17,97.75,97.729,,9.694E+20,9.368E+20,9.985E+20
2016-06-07,1.90E+18,1.73E+18,1.93E+18,98.339,89.877,,9.713E+20,9.385E+20,1.000E+21
2016-06-08,2.24E+18,2.13E+18,2.28E+18,98.235,93.383,,9.736E+20,9.406E+20,1.003E+21
2016-06-09,2.20E+18,1.64E+18,2.24E+18,98.255,73.55,,9.758E+20,9.423E+20,1.005E+21
2016-06-10,2.29E+18,1.73E+18,2.33E+18,98.183,74.101,,9.781E+20,9.440E+20,1.007E+21
2016-06-11,2.18E+18,2.17E+18,2.22E+18,98.212,97.963,,9.802E+20,9.462E+20,1.010E+21
2016-06-12,2.20E+18,1.99E+18,2.25E+18,98.145,88.842,,9.824E+20,9.482E+20,1.012E+21
2016-06-13,2.17E+18,1.71E+18,2.21E+18,98.235,77.281,,9.846E+20,9.499E+20,1.014E+21
2016-06-14,2.16E+18,2.14E+18,2.20E+18,98.208,97.335,,9.868E+20,9.520E+20,1.016E+21
2016-06-15,1.98E+18,1.94E+18,2.02E+18,98.329,96.25,,9.888E+20,9.540E+20,1.018E+21
2016-06-16,2.23E+18,2.04E+18,2.27E+18,98.244,90.017,,9.910E+20,9.560E+20,1.020E+21
2016-06-17,2.34E+18,1.63E+18,2.39E+18,98.112,68.464,,9.933E+20,9.576E+20,1.023E+21
2016-06-18,2.27E+18,2.09E+18,2.31E+18,98.238,90.689,,9.956E+20,9.597E+20,1.025E+21
2016-06-19,2.15E+18,2.08E+18,2.19E+18,98.183,94.927,,9.978E+20,9.618E+20,1.027E+21
2016-06-20,1.75E+18,1.49E+18,1.78E+18,98.171,83.42,,9.995E+20,9.633E+20,1.029E+21
2016-06-21,2.29E+18,1.98E+18,2.33E+18,98.164,84.783,,1.002E+21,9.653E+20,1.031E+21
2016-06-22,2.23E+18,1.75E+18,2.27E+18,98.088,77.099,,1.004E+21,9.670E+20,1.034E+21
2016-06-23,2.33E+18,1.60E+18,2.37E+18,98.218,67.441,,1.006E+21,9.686E+20,1.036E+21
2016-06-24,2.40E+18,1.22E+18,2.44E+18,98.173,50.178,,1.009E+21,9.699E+20,1.039E+21
2016-06-25,2.16E+18,1.57E+18,2.20E+18,98.299,71.261,,1.011E+21,9.714E+20,1.041E+21
2016-06-26,2.34E+18,1.25E+18,2.39E+18,97.967,52.41,,1.013E+21,9.727E+20,1.043E+21
2016-06-27,2.28E+18,1.53E+18,2.32E+18,98.133,66.021,,1.016E+21,9.742E+20,1.045E+21
2016-06-28,2.36E+18,1.85E+18,2.42E+18,97.433,76.617,,1.018E+21,9.761E+20,1.048E+21
2016-06-29,6.97E+17,6.64E+17,7.10E+17,98.166,93.491,,1.018E+21,9.761E+20,1.048E+21
2016-06-30,2.35E+18,2.34E+18,2.39E+18,98.276,98,,1.018E+21,9.761E+20,1.048E+21
2016-07-01,1.21E+18,1.20E+18,1.37E+18,87.889,87.464,,1.018E+21,9.761E+20,1.048E+21
2016-07-02,2.08E+18,2.08E+18,2.32E+18,89.982,89.821,,1.018E+21,9.761E+20,1.048E+21
2016-07-03,2.13E+18,2.12E+18,2.31E+18,91.959,91.65,,1.018E+21,9.761E+20,1.048E+21
2016-07-04,1.70E+18,1.70E+18,2.29E+18,74.456,74.144,,1.018E+21,9.761E+20,1.048E+21
2016-07-05,1.61E+18,1.60E+18,1.80E+18,89.583,89.204,,1.018E+21,9.761E+20,1.048E+21
2016-07-06,2.12E+18,2.11E+18,2.19E+18,96.842,96.538,,1.018E+21,9.761E+20,1.048E+21
2016-07-07,2.09E+18,2.08E+18,2.13E+18,98.194,97.866,,1.018E+21,9.761E+20,1.048E+21
2016-07-08,2.29E+18,2.24E+18,2.33E+18,98.197,96.218,,1.018E+21,9.761E+20,1.048E+21
2016-07-09,2.34E+18,2.33E+18,2.38E+18,98.204,97.942,,1.018E+21,9.761E+20,1.048E+21
2016-07-10,2.11E+18,2.10E+18,2.15E+18,98.124,97.877,,1.018E+21,9.761E+20,1.048E+21
2016-07-11,2.23E+18,2.23E+18,2.27E+18,98.176,97.9,,1.018E+21,9.761E+20,1.048E+21
2016-07-12,2.24E+18,2.24E+18,2.36E+18,95.025,94.732,,1.018E+21,9.761E+20,1.048E+21
2016-07-13,2.25E+18,2.25E+18,2.30E+18,98.154,97.858,,1.018E+21,9.761E+20,1.048E+21
2016-07-14,1.59E+18,1.59E+18,1.85E+18,86.363,86.002,,1.018E+21,9.761E+20,1.048E+21
2016-07-15,2.35E+18,2.34E+18,2.39E+18,98.206,97.919,,1.018E+21,9.761E+20,1.048E+21
2016-07-16,2.37E+18,2.36E+18,2.41E+18,98.085,97.81,,1.018E+21,9.761E+20,1.048E+21
2016-07-17,2.32E+18,1.72E+18,2.36E+18,98.197,72.87,,1.018E+21,9.761E+20,1.048E+21
2016-07-18,2.35E+18,2.29E+18,2.39E+18,98.272,95.893,,1.018E+21,9.761E+20,1.048E+21
2016-07-19,1.72E+18,1.71E+18,1.75E+18,98.078,97.725,,1.018E+21,9.761E+20,1.048E+21
2016-07-20,2.10E+18,2.09E+18,2.14E+18,98.173,97.654,,1.018E+21,9.761E+20,1.048E+21
2016-07-21,2.24E+18,2.21E+18,2.31E+18,96.936,95.591,,1.018E+21,9.761E+20,1.048E+21
2016-07-22,2.37E+18,2.36E+18,2.41E+18,98.154,98.076,,1.018E+21,9.761E+20,1.048E+21
2016-07-23,2.05E+18,2.05E+18,2.09E+18,98.158,97.892,,1.018E+21,9.761E+20,1.048E+21
2016-07-24,2.12E+18,2.11E+18,2.15E+18,98.215,97.942,,1.018E+21,9.761E+20,1.048E+21
2016-07-25,1.99E+18,1.98E+18,2.02E+18,98.301,98.025,,1.018E+21,9.761E+20,1.048E+21
2016-07-26,1.97E+18,1.96E+18,2.00E+18,98.125,97.808,,1.018E+21,9.761E+20,1.048E+21
2016-07-27,2.25E+18,2.12E+18,2.29E+18,98.222,92.44,,1.018E+21,9.761E+20,1.048E+21
2016-07-28,2.31E+18,2.28E+18,2.35E+18,98.214,97.177,,1.018E+21,9.761E+20,1.048E+21
2016-07-29,1.39E+18,1.38E+18,1.42E+18,98.04,97.562,,1.018E+21,9.761E+20,1.048E+21
2016-11-17,9.01E+17,8.86E+17,9.21E+17,97.799,96.265,,1.019E+21,9.769E+20,1.049E+21
2016-11-18,1.36E+18,1.11E+18,1.39E+18,97.753,80.015,,1.020E+21,9.781E+20,1.050E+21
2016-11-19,1.38E+18,7.86E+17,1.42E+18,97.082,55.244,,1.022E+21,9.788E+20,1.052E+21
2016-11-20,1.39E+18,1.39E+18,1.41E+18,98.489,98.254,,1.023E+21,9.802E+20,1.053E+21
2016-11-21,1.02E+18,1.01E+18,1.12E+18,90.464,90.116,,1.024E+21,9.812E+20,1.054E+21
2016-11-22,9.54E+17,9.50E+17,1.00E+18,95.207,94.81,,1.025E+21,9.822E+20,1.055E+21
2016-11-23,1.55E+18,1.54E+18,1.58E+18,97.941,97.668,,1.026E+21,9.837E+20,1.057E+21
2016-11-24,1.60E+18,1.59E+18,1.63E+18,98.232,97.947,,1.028E+21,9.853E+20,1.058E+21
2016-11-25,1.39E+18,1.39E+18,1.41E+18,98.37,98.348,,1.029E+21,9.867E+20,1.060E+21
2016-11-26,1.33E+18,1.33E+18,1.36E+18,97.959,97.653,,1.031E+21,9.880E+20,1.061E+21
2016-11-27,1.69E+18,1.68E+18,1.72E+18,98.35,98.061,,1.032E+21,9.897E+20,1.063E+21
2016-11-28,1.56E+18,1.56E+18,1.61E+18,97.199,96.938,,1.034E+21,9.913E+20,1.064E+21
2016-11-29,1.67E+18,1.64E+18,1.69E+18,98.3,96.809,,1.036E+21,9.929E+20,1.066E+21
2016-11-30,1.52E+18,1.52E+18,1.57E+18,97.425,97.104,,1.037E+21,9.944E+20,1.068E+21
2016-12-01,1.45E+18,1.45E+18,1.51E+18,96.206,95.886,,1.039E+21,9.959E+20,1.069E+21
2016-12-02,1.91E+17,1.91E+17,2.22E+17,85.869,85.83,,1.039E+21,9.961E+20,1.069E+21
2016-12-03,1.26E+18,1.20E+18,1.31E+18,96.498,91.795,,1.040E+21,9.973E+20,1.071E+21
2016-12-04,1.42E+18,1.42E+18,1.49E+18,95.605,95.286,,1.042E+21,9.987E+20,1.072E+21
2016-12-05,1.70E+18,7.93E+17,1.80E+18,94.864,44.178,,1.043E+21,9.995E+20,1.074E+21
2016-12-06,1.67E+18,1.65E+18,1.76E+18,94.968,93.917,,1.045E+21,1.001E+21,1.076E+21
2016-12-07,3.12E+17,3.12E+17,3.65E+17,85.599,85.599,,1.045E+21,1.001E+21,1.076E+21
2016-12-08,2.79E+17,2.79E+17,2.85E+17,98.122,98.086,,1.045E+21,1.002E+21,1.076E+21
2016-12-09,1.18E+18,1.18E+18,1.22E+18,96.379,95.997,,1.047E+21,1.003E+21,1.078E+21
2016-12-10,1.63E+18,1.63E+18,1.68E+18,97.235,96.938,,1.048E+21,1.005E+21,1.079E+21
2016-12-11,1.64E+18,1.64E+18,1.69E+18,97.141,96.848,,1.050E+21,1.006E+21,1.081E+21
2016-12-12,1.75E+18,1.74E+18,1.79E+18,97.9,97.593,,1.052E+21,1.008E+21,1.083E+21
2016-12-13,1.79E+18,1.79E+18,1.83E+18,98.107,97.81,,1.053E+21,1.010E+21,1.085E+21
2016-12-14,1.70E+18,1.69E+18,1.80E+18,94.547,94.197,,1.055E+21,1.011E+21,1.086E+21
2016-12-15,1.77E+18,1.77E+18,1.89E+18,93.302,93.283,,1.057E+21,1.013E+21,1.088E+21
2016-12-16,1.80E+18,1.79E+18,1.83E+18,98.329,97.999,,1.059E+21,1.015E+21,1.090E+21
2016-12-17,2.14E+18,1.75E+18,2.18E+18,98.289,80.155,,1.061E+21,1.017E+21,1.092E+21
2016-12-18,2.18E+18,2.18E+18,2.22E+18,98.273,97.978,,1.063E+21,1.019E+21,1.095E+21
2016-12-19,2.07E+18,2.06E+18,2.12E+18,97.3,96.987,,1.065E+21,1.021E+21,1.097E+21
2016-12-20,2.12E+18,1.40E+18,2.18E+18,97.328,64.508,,1.067E+21,1.022E+21,1.099E+21
2016-12-21,2.19E+18,2.19E+18,2.24E+18,98.064,97.875,,1.069E+21,1.025E+21,1.101E+21
2016-12-22,2.18E+18,2.18E+18,2.25E+18,97.229,96.92,,1.072E+21,1.027E+21,1.103E+21
2016-12-23,2.30E+18,2.29E+18,2.36E+18,97.441,97.151,,1.074E+21,1.029E+21,1.106E+21
2016-12-24,2.20E+18,2.20E+18,2.24E+18,98.227,97.923,,1.076E+21,1.031E+21,1.108E+21
2016-12-25,2.02E+18,2.02E+18,2.09E+18,96.831,96.537,,1.078E+21,1.033E+21,1.110E+21
2016-12-26,1.83E+18,1.82E+18,1.86E+18,98.184,97.871,,1.080E+21,1.035E+21,1.112E+21
2016-12-27,1.93E+18,1.92E+18,1.96E+18,98.128,97.801,,1.082E+21,1.037E+21,1.114E+21
2016-12-28,1.63E+18,1.63E+18,1.69E+18,96.615,96.589,,1.084E+21,1.039E+21,1.116E+21
2016-12-29,2.54E+18,2.53E+18,2.58E+18,98.184,97.947,,1.086E+21,1.041E+21,1.118E+21
2016-12-30,2.42E+18,2.42E+18,2.50E+18,97.009,96.761,,1.088E+21,1.044E+21,1.121E+21
2016-12-31,2.32E+18,2.31E+18,2.40E+18,96.843,96.53,,1.091E+21,1.046E+21,1.123E+21
2017-01-01,2.59E+18,2.58E+18,2.63E+18,98.299,98.012,,1.093E+21,1.048E+21,1.126E+21
2017-01-02,2.57E+18,2.56E+18,2.67E+18,96.167,95.894,,1.096E+21,1.051E+21,1.128E+21
2017-01-03,2.36E+18,2.35E+18,2.43E+18,97.084,96.775,,1.098E+21,1.053E+21,1.131E+21
2017-01-04,2.49E+18,2.49E+18,2.56E+18,97.31,97.006,,1.101E+21,1.056E+21,1.133E+21
2017-01-05,2.68E+18,1.67E+18,2.74E+18,97.889,60.918,,1.103E+21,1.058E+21,1.136E+21
2017-01-06,2.59E+18,6.22E+17,2.65E+18,97.69,23.436,,1.106E+21,1.058E+21,1.139E+21
2017-01-07,1.95E+18,5.06E+17,1.99E+18,98.079,25.449,,1.108E+21,1.059E+21,1.141E+21
2017-01-08,2.69E+18,6.22E+17,2.74E+18,98.267,22.684,,1.111E+21,1.059E+21,1.143E+21
2017-01-09,1.27E+18,9.95E+17,1.29E+18,98.516,76.932,,1.112E+21,1.060E+21,1.145E+21
2017-01-10,2.78E+17,2.24E+17,2.81E+17,98.945,79.663,,1.112E+21,1.060E+21,1.145E+21
2017-01-11,2.19E+17,2.19E+17,2.34E+17,93.488,93.459,,1.112E+21,1.061E+21,1.145E+21
2017-01-12,2.11E+18,1.70E+18,2.14E+18,98.379,79.1,,1.115E+21,1.062E+21,1.147E+21
2017-01-13,2.47E+18,1.40E+18,2.51E+18,98.438,55.843,,1.117E+21,1.064E+21,1.150E+21
2017-01-14,2.58E+18,5.46E+17,2.63E+18,98.253,20.772,,1.120E+21,1.064E+21,1.153E+21
2017-01-15,2.49E+18,1.29E+18,2.54E+18,98.158,50.881,,1.122E+21,1.066E+21,1.155E+21
2017-01-16,2.68E+18,2.68E+18,2.73E+18,98.191,97.901,,1.125E+21,1.068E+21,1.158E+21
2017-01-17,1.05E+18,1.02E+18,1.07E+18,98.099,95.358,,1.126E+21,1.069E+21,1.159E+21
2017-01-18,1.99E+18,1.74E+18,2.03E+18,98.319,85.682,,1.128E+21,1.071E+21,1.161E+21
2017-01-19,1.77E+18,1.77E+18,1.80E+18,98.439,98.419,,1.130E+21,1.073E+21,1.163E+21
2017-01-20,2.39E+18,2.38E+18,2.43E+18,98.321,98.052,,1.132E+21,1.075E+21,1.165E+21
2017-01-21,2.39E+18,2.39E+18,2.43E+18,98.331,98.043,,1.134E+21,1.078E+21,1.168E+21
2017-01-22,2.27E+18,2.26E+18,2.30E+18,98.35,98.291,,1.137E+21,1.080E+21,1.170E+21
2017-01-23,2.56E+18,2.55E+18,2.61E+18,98.285,97.998,,1.139E+21,1.082E+21,1.172E+21
2017-01-24,2.47E+18,2.47E+18,2.52E+18,98.058,97.739,,1.142E+21,1.085E+21,1.175E+21
2017-01-25,2.80E+18,2.79E+18,2.85E+18,98.373,98.149,,1.145E+21,1.088E+21,1.178E+21
2017-01-26,2.62E+18,2.61E+18,2.67E+18,98.134,97.858,,1.147E+21,1.090E+21,1.181E+21
2017-01-27,2.65E+18,2.65E+18,2.70E+18,98.279,98.264,,1.150E+21,1.093E+21,1.183E+21
2017-01-28,2.74E+18,2.73E+18,2.82E+18,97.125,96.849,,1.153E+21,1.096E+21,1.186E+21
2017-01-29,2.68E+18,2.67E+18,2.73E+18,98.19,97.899,,1.155E+21,1.098E+21,1.189E+21
2017-01-30,2.64E+18,2.63E+18,2.69E+18,98.241,97.929,,1.158E+21,1.101E+21,1.191E+21
2017-01-31,1.73E+18,1.73E+18,1.76E+18,98.349,98.334,,1.160E+21,1.103E+21,1.193E+21
2017-02-01,2.40E+18,2.39E+18,2.44E+18,98.229,97.889,,1.162E+21,1.105E+21,1.196E+21
2017-02-02,2.55E+18,2.54E+18,2.60E+18,98.208,97.97,,1.165E+21,1.108E+21,1.198E+21
2017-02-03,2.64E+18,2.63E+18,2.68E+18,98.299,98.002,,1.167E+21,1.110E+21,1.201E+21
2017-02-04,2.74E+18,2.57E+18,2.79E+18,98.25,92.176,,1.170E+21,1.113E+21,1.204E+21
2017-02-05,2.69E+18,2.69E+18,2.74E+18,98.254,97.971,,1.173E+21,1.116E+21,1.206E+21
2017-02-06,2.40E+18,2.39E+18,2.47E+18,97.153,96.83,,1.175E+21,1.118E+21,1.209E+21
2017-02-07,1.70E+18,1.69E+18,1.73E+18,98.4,97.943,,1.177E+21,1.120E+21,1.211E+21
2017-02-08,2.40E+18,2.39E+18,2.56E+18,93.704,93.279,,1.179E+21,1.122E+21,1.213E+21
2017-02-09,2.59E+18,2.58E+18,2.65E+18,97.611,97.304,,1.182E+21,1.125E+21,1.216E+21
2017-02-10,2.79E+18,2.79E+18,2.85E+18,98.023,97.734,,1.184E+21,1.127E+21,1.219E+21
2017-02-11,2.22E+18,2.22E+18,2.27E+18,97.998,97.882,,1.187E+21,1.130E+21,1.221E+21
