Date,MINERvA POT,MINERvAxMINOS POT,POT Delivered,MINERvA Efficiency,MINERvA×MINOS Efficiency,DAQ Clock Livetime,MINERvA Total POT,MINERvA×MINOS Total POT,Delivered Total POT
2018-02-11,3.09E+18,3.08E+18,3.15E+18,98.32,98.03,100.00,1.700E+21,1.609E+21,1.753E+21
2018-02-12,2.97E+18,2.55E+18,3.06E+18,97.09,83.25,100.00,1.703E+21,1.611E+21,1.756E+21
2018-02-13,3.02E+18,3.01E+18,3.08E+18,98.22,97.93,100.00,1.706E+21,1.614E+21,1.759E+21
2018-02-14,2.79E+18,2.78E+18,2.84E+18,98.16,97.85,100.00,1.708E+21,1.617E+21,1.762E+21
2018-02-15,2.86E+18,2.82E+18,2.96E+18,96.72,95.37,98.60,1.711E+21,1.620E+21,1.765E+21
2018-02-16,1.87E+18,1.87E+18,2.07E+18,90.1,90.09,99.70,1.713E+21,1.622E+21,1.767E+21
2018-02-17,2.76E+18,2.75E+18,2.81E+18,98.2,97.93,100.00,1.716E+21,1.624E+21,1.770E+21
2018-02-18,2.71E+18,2.70E+18,2.76E+18,98.33,98.03,99.90,1.719E+21,1.627E+21,1.773E+21
2018-02-19,2.60E+18,2.60E+18,2.65E+18,98.16,97.88,99.70,1.721E+21,1.630E+21,1.775E+21
2018-02-20,2.51E+18,2.50E+18,2.55E+18,98.27,98,100.00,1.724E+21,1.632E+21,1.778E+21
2018-02-21,2.79E+18,2.78E+18,2.84E+18,98.3,98.02,100.00,1.727E+21,1.635E+21,1.781E+21
2018-02-22,2.93E+18,2.92E+18,2.99E+18,98.06,97.76,99.90,1.729E+21,1.638E+21,1.784E+21
2018-02-23,2.58E+18,2.57E+18,2.62E+18,98.27,97.96,100.00,1.732E+21,1.641E+21,1.786E+21
2018-02-24,2.62E+18,2.62E+18,2.83E+18,92.79,92.51,95.70,1.735E+21,1.643E+21,1.789E+21
2018-02-25,1.31E+18,1.29E+18,1.46E+18,89.82,88.61,99.40,1.736E+21,1.644E+21,1.791E+21
2018-02-26,2.49E+18,2.43E+18,2.54E+18,98.39,95.64,99.90,1.738E+21,1.647E+21,1.793E+21
2018-02-27,2.76E+18,2.75E+18,2.81E+18,98.31,98.03,100.00,1.741E+21,1.650E+21,1.796E+21
2018-02-28,2.83E+18,2.82E+18,2.88E+18,98.33,98.05,100.00,1.744E+21,1.652E+21,1.799E+21
2018-03-01,2.73E+18,2.72E+18,2.78E+18,98.29,97.99,100.00,1.747E+21,1.655E+21,1.802E+21
2018-03-02,2.83E+18,2.82E+18,2.87E+18,98.38,98.12,100.00,1.750E+21,1.658E+21,1.804E+21
2018-03-03,2.80E+18,2.79E+18,2.85E+18,98.3,98,100.00,1.752E+21,1.661E+21,1.807E+21
2018-03-04,2.89E+18,2.88E+18,2.94E+18,98.18,97.89,100.00,1.755E+21,1.664E+21,1.810E+21
2018-03-05,2.99E+18,2.98E+18,3.04E+18,98.3,98,100.00,1.758E+21,1.667E+21,1.813E+21
2018-03-06,2.36E+18,2.36E+18,2.41E+18,98.28,98.25,100.00,1.761E+21,1.669E+21,1.816E+21
2018-03-07,2.40E+18,2.39E+18,2.44E+18,98.32,97.98,100.00,1.763E+21,1.671E+21,1.818E+21
2018-03-08,2.72E+18,2.67E+18,2.76E+18,98.32,96.63,100.00,1.766E+21,1.674E+21,1.821E+21
2018-03-09,2.89E+18,2.88E+18,2.94E+18,98.34,98.06,100.00,1.769E+21,1.677E+21,1.824E+21
2018-03-10,2.60E+18,2.59E+18,2.80E+18,93.11,92.81,100.00,1.771E+21,1.680E+21,1.827E+21
2018-03-11,2.78E+18,2.77E+18,2.83E+18,98.24,97.95,100.00,1.774E+21,1.682E+21,1.829E+21
2018-03-12,2.02E+18,2.02E+18,2.05E+18,98.45,98.42,100.00,1.776E+21,1.684E+21,1.831E+21
2018-03-13,2.70E+18,2.69E+18,2.75E+18,98.36,98.08,100.00,1.779E+21,1.687E+21,1.834E+21
2018-03-14,2.83E+18,2.82E+18,2.88E+18,98.27,97.95,100.00,1.782E+21,1.690E+21,1.837E+21
2018-03-15,2.74E+18,2.73E+18,2.79E+18,98.27,97.97,100.00,1.784E+21,1.693E+21,1.840E+21
2018-03-16,2.79E+18,2.70E+18,2.84E+18,98.31,95.27,100.00,1.787E+21,1.695E+21,1.843E+21
2018-03-17,2.56E+18,2.56E+18,2.73E+18,93.98,93.69,96.20,1.790E+21,1.698E+21,1.845E+21
2018-03-18,2.90E+18,2.89E+18,2.98E+18,97.3,97.02,98.90,1.793E+21,1.701E+21,1.848E+21
2018-03-19,2.79E+18,2.74E+18,2.84E+18,98.27,96.38,100.00,1.795E+21,1.703E+21,1.851E+21
2018-03-20,7.29E+17,7.29E+17,7.38E+17,98.69,98.66,97.20,1.796E+21,1.704E+21,1.852E+21
2018-03-21,6.32E+17,6.32E+17,6.42E+17,98.45,98.42,98.20,1.797E+21,1.705E+21,1.853E+21
2018-03-22,2.71E+18,2.71E+18,2.75E+18,98.33,98.28,100.00,1.799E+21,1.708E+21,1.855E+21
2018-03-23,2.48E+18,2.24E+18,2.52E+18,98.51,89.06,100.00,1.802E+21,1.710E+21,1.858E+21
2018-03-24,2.77E+18,2.76E+18,2.82E+18,98.35,98.06,100.00,1.805E+21,1.713E+21,1.861E+21
2018-03-25,2.75E+18,2.74E+18,2.80E+18,98.32,98.04,100.00,1.807E+21,1.715E+21,1.864E+21
2018-03-26,2.80E+18,2.21E+18,2.84E+18,98.43,77.6,100.00,1.810E+21,1.717E+21,1.866E+21
2018-03-27,2.86E+18,1.33E+18,2.91E+18,98.1,45.59,99.70,1.813E+21,1.719E+21,1.869E+21
2018-03-28,2.68E+18,2.68E+18,2.73E+18,98.38,98.36,100.00,1.816E+21,1.721E+21,1.872E+21
2018-03-29,2.51E+18,2.33E+18,2.55E+18,98.41,91.49,100.00,1.818E+21,1.724E+21,1.875E+21
2018-03-30,2.25E+18,2.22E+18,2.40E+18,93.72,92.4,96.10,1.821E+21,1.726E+21,1.877E+21
2018-03-31,2.84E+18,2.83E+18,2.88E+18,98.5,98.21,100.00,1.823E+21,1.729E+21,1.880E+21
2018-04-01,2.83E+18,2.82E+18,2.87E+18,98.37,98.07,100.00,1.826E+21,1.732E+21,1.883E+21
2018-04-02,2.63E+18,2.62E+18,2.67E+18,98.51,98.22,100.00,1.829E+21,1.734E+21,1.885E+21
2018-04-03,2.75E+18,2.74E+18,2.83E+18,97.12,96.83,100.00,1.832E+21,1.737E+21,1.888E+21
2018-04-04,2.80E+18,2.47E+18,2.84E+18,98.45,87.15,100.00,1.834E+21,1.740E+21,1.891E+21
2018-04-05,1.97E+18,1.97E+18,2.00E+18,98.52,98.49,100.00,1.836E+21,1.741E+21,1.893E+21
2018-04-06,2.36E+18,2.35E+18,2.40E+18,98.33,97.95,100.00,1.839E+21,1.744E+21,1.895E+21
2018-04-07,2.34E+18,2.33E+18,2.38E+18,98.4,98.02,100.00,1.841E+21,1.746E+21,1.898E+21
2018-04-08,2.66E+18,2.65E+18,2.70E+18,98.29,97.97,99.90,1.844E+21,1.749E+21,1.901E+21
2018-04-09,2.92E+18,2.91E+18,3.00E+18,97.04,96.84,100.00,1.847E+21,1.752E+21,1.904E+21
2018-04-10,2.71E+18,2.70E+18,2.79E+18,97.03,96.72,100.00,1.849E+21,1.754E+21,1.906E+21
2018-04-11,2.85E+18,2.77E+18,2.96E+18,96.34,93.73,97.60,1.852E+21,1.757E+21,1.909E+21
2018-04-12,2.93E+18,2.85E+18,2.98E+18,98.3,95.61,100.00,1.855E+21,1.760E+21,1.912E+21
2018-04-13,2.76E+18,2.75E+18,2.80E+18,98.34,98.04,100.00,1.858E+21,1.763E+21,1.915E+21
2018-04-14,2.61E+18,2.61E+18,2.66E+18,98.39,98.1,100.00,1.860E+21,1.765E+21,1.918E+21
2018-04-15,1.14E+18,1.14E+18,1.16E+18,98.37,98.35,100.00,1.862E+21,1.767E+21,1.919E+21
2018-04-16,2.79E+18,2.78E+18,2.84E+18,98.37,98.08,100.00,1.864E+21,1.769E+21,1.922E+21
2018-04-17,2.89E+18,2.88E+18,2.94E+18,98.44,98.14,100.00,1.867E+21,1.772E+21,1.925E+21
2018-04-18,1.73E+18,1.70E+18,1.76E+18,98.49,96.82,100.00,1.869E+21,1.774E+21,1.926E+21
2018-04-19,2.69E+18,2.68E+18,2.73E+18,98.44,98.18,100,1.872E+21,1.777E+21,1.929E+21
2018-04-20,2.52E+18,2.51E+18,2.56E+18,98.38,98.04,100,1.874E+21,1.779E+21,1.932E+21
2018-04-21,2.74E+18,2.73E+18,2.78E+18,98.44,98.15,100,1.877E+21,1.782E+21,1.935E+21
2018-04-22,2.74E+18,2.73E+18,2.78E+18,98.44,98.15,100,1.880E+21,1.785E+21,1.937E+21
2018-04-23,2.70E+18,2.12E+18,2.74E+18,98.47,77.32,98.6,1.882E+21,1.787E+21,1.940E+21
2018-04-24,2.65E+18,8.64E+17,2.73E+18,96.79,31.59,99.9,1.885E+21,1.788E+21,1.943E+21
2018-04-25,6.76E+17,6.76E+17,7.14E+17,94.67,94.64,99.9,1.886E+21,1.788E+21,1.943E+21
2018-04-26,8.20E+17,8.20E+17,8.33E+17,98.49,98.46,99.90,1.887E+21,1.789E+21,1.944E+21
2018-04-27,2.56E+18,2.54E+18,2.60E+18,98.38,97.58,100.00,1.889E+21,1.792E+21,1.947E+21
2018-04-28,2.69E+18,2.69E+18,2.74E+18,98.44,98.17,100.00,1.892E+21,1.794E+21,1.950E+21
2018-04-29,2.50E+18,2.49E+18,2.66E+18,94.03,93.74,100.00,1.894E+21,1.797E+21,1.952E+21
2018-04-30,2.31E+18,2.30E+18,2.34E+18,98.34,98.02,100.00,1.897E+21,1.799E+21,1.955E+21
2018-05-01,2.87E+18,2.86E+18,2.91E+18,98.43,98.15,100.00,1.899E+21,1.802E+21,1.958E+21
2018-05-02,2.72E+18,2.72E+18,2.76E+18,98.50,98.20,100.00,1.902E+21,1.805E+21,1.960E+21
2018-05-03,1.97E+18,1.97E+18,2.00E+18,98.52,98.13,100.00,1.904E+21,1.807E+21,1.962E+21
2018-05-04,2.65E+18,2.64E+18,2.69E+18,98.44,98.17,100.00,1.907E+21,1.809E+21,1.965E+21
2018-05-05,2.96E+18,2.95E+18,3.01E+18,98.25,97.96,100.00,1.910E+21,1.812E+21,1.968E+21
2018-05-06,3.04E+18,3.04E+18,3.10E+18,98.22,97.93,100.00,1.913E+21,1.815E+21,1.971E+21
2018-05-07,2.19E+18,2.18E+18,2.26E+18,96.79,96.4,100.00,1.915E+21,1.817E+21,1.973E+21
2018-05-08,2.10E+18,2.04E+18,2.14E+18,98.25,95.66,100.00,1.917E+21,1.819E+21,1.976E+21
2018-05-09,2.75E+18,2.74E+18,2.99E+18,91.90,91.61,94.20,1.920E+21,1.822E+21,1.979E+21
2018-05-10,3.01E+18,3.00E+18,3.06E+18,98.37,98.1,100.00,1.923E+21,1.825E+21,1.982E+21
2018-05-11,1.28E+18,1.28E+18,1.30E+18,98.65,98.62,100.00,1.924E+21,1.826E+21,1.983E+21
2018-05-12,3.00E+18,2.99E+18,3.05E+18,98.27,97.97,100.00,1.927E+21,1.829E+21,1.986E+21
2018-05-13,3.11E+18,3.10E+18,3.17E+18,98.26,97.96,100.00,1.930E+21,1.833E+21,1.989E+21
2018-05-14,2.74E+18,2.73E+18,2.79E+18,98.18,97.89,100.00,1.933E+21,1.835E+21,1.992E+21
2018-05-15,1.09E+18,1.09E+18,1.10E+18,98.65,98.61,99.90,1.934E+21,1.836E+21,1.993E+21
2018-05-16,2.48E+18,2.47E+18,2.57E+18,96.62,96.30,98.30,1.937E+21,1.839E+21,1.996E+21
2018-05-17,2.23E+18,2.23E+18,2.27E+18,98.28,98.26,100.00,1.939E+21,1.841E+21,1.998E+21
2018-05-18,2.64E+18,2.64E+18,2.69E+18,98.43,98.15,100.00,1.941E+21,1.844E+21,2.001E+21
2018-05-19,2.50E+18,2.49E+18,2.55E+18,98.28,97.93,100.00,1.944E+21,1.846E+21,2.003E+21
2018-05-20,2.90E+18,2.88E+18,2.95E+18,98.17,97.55,100.00,1.947E+21,1.849E+21,2.006E+21
2018-05-21,2.84E+18,2.83E+18,2.89E+18,98.36,98.05,100.00,1.950E+21,1.852E+21,2.009E+21
2018-05-22,2.34E+18,2.33E+18,2.38E+18,98.34,98.00,100.00,1.952E+21,1.854E+21,2.011E+21
2018-05-23,2.83E+18,2.82E+18,2.88E+18,98.22,97.96,100.00,1.955E+21,1.857E+21,2.014E+21
2018-05-24,2.25E+18,2.24E+18,2.28E+18,98.39,98.04,100.00,1.957E+21,1.859E+21,2.016E+21
2018-05-25,2.73E+18,2.68E+18,2.77E+18,98.26,96.46,100.00,1.960E+21,1.862E+21,2.019E+21
2018-05-26,2.09E+18,2.09E+18,2.13E+18,98.46,98.06,100.00,1.962E+21,1.864E+21,2.021E+21
2018-05-27,2.65E+18,9.84E+17,2.69E+18,98.25,36.53,100.00,1.965E+21,1.865E+21,2.024E+21
2018-05-28,2.95E+18,2.94E+18,3.00E+18,98.16,97.86,100.00,1.968E+21,1.868E+21,2.027E+21
2018-05-29,2.82E+18,2.69E+18,2.88E+18,97.93,93.53,99.60,1.970E+21,1.871E+21,2.030E+21
2018-05-30,2.56E+18,2.55E+18,2.60E+18,98.28,97.97,100.00,1.973E+21,1.873E+21,2.033E+21
2018-05-31,2.93E+18,2.90E+18,2.98E+18,98.31,97.07,99.90,1.976E+21,1.876E+21,2.035E+21
2018-06-01,2.54E+18,2.53E+18,2.58E+18,98.41,98.1,100.00,1.978E+21,1.879E+21,2.038E+21
2018-06-02,2.84E+18,2.83E+18,2.89E+18,98.29,98.07,100.00,1.981E+21,1.882E+21,2.041E+21
2018-06-03,2.38E+18,2.29E+18,2.42E+18,98.23,94.8,100.00,1.984E+21,1.884E+21,2.043E+21
2018-06-04,2.85E+18,2.84E+18,2.90E+18,98.37,98.1,100.00,1.986E+21,1.887E+21,2.046E+21
2018-06-05,2.51E+18,2.49E+18,2.55E+18,98.37,97.65,100.00,1.989E+21,1.889E+21,2.049E+21
2018-06-06,1.63E+18,1.63E+18,1.66E+18,98.27,98.25,100.00,1.991E+21,1.891E+21,2.050E+21
2018-06-07,2.83E+18,2.82E+18,2.88E+18,98.42,98.15,99.70,1.993E+21,1.894E+21,2.053E+21
2018-06-08,2.79E+18,2.73E+18,2.84E+18,98.38,96.33,100.00,1.996E+21,1.896E+21,2.056E+21
2018-06-09,2.76E+18,2.76E+18,2.81E+18,98.39,98.12,100.00,1.999E+21,1.899E+21,2.059E+21
2018-06-10,2.54E+18,2.52E+18,2.59E+18,98.35,97.54,100.00,2.002E+21,1.902E+21,2.062E+21
2018-06-11,2.81E+18,2.80E+18,2.85E+18,98.43,98.16,100.00,2.004E+21,1.904E+21,2.064E+21
2018-06-12,2.40E+18,2.39E+18,2.45E+18,98.01,97.55,99.60,2.007E+21,1.907E+21,2.067E+21
2018-06-13,2.21E+18,2.20E+18,2.25E+18,98.39,98.06,100.00,2.009E+21,1.909E+21,2.069E+21
2018-06-14,2.49E+18,2.48E+18,2.54E+18,98.21,97.85,100.00,2.011E+21,1.911E+21,2.072E+21
2018-06-15,2.08E+18,2.07E+18,2.12E+18,98.4,97.68,100.00,2.014E+21,1.914E+21,2.074E+21
2018-06-16,2.62E+18,2.61E+18,2.69E+18,97.61,97.31,99.00,2.016E+21,1.916E+21,2.077E+21
2018-06-17,2.63E+18,2.54E+18,2.67E+18,98.47,95.19,100.00,2.019E+21,1.919E+21,2.079E+21
2018-06-18,1.40E+18,1.39E+18,1.42E+18,98.53,98,100.00,2.020E+21,1.920E+21,2.081E+21
2018-06-19,2.48E+18,2.47E+18,2.51E+18,98.49,98.22,100.00,2.023E+21,1.923E+21,2.083E+21
2018-06-20,2.46E+18,2.45E+18,2.51E+18,98.03,97.69,99.60,2.025E+21,1.925E+21,2.086E+21
2018-06-21,2.63E+18,2.63E+18,2.68E+18,98.4,98.1,100.00,2.028E+21,1.928E+21,2.088E+21
2018-06-22,2.72E+18,2.71E+18,2.76E+18,98.36,98.07,100.00,2.030E+21,1.930E+21,2.091E+21
2018-06-23,2.86E+18,2.85E+18,2.90E+18,98.31,98.07,100.00,2.033E+21,1.933E+21,2.094E+21
2018-06-24,2.86E+18,2.80E+18,2.90E+18,98.3,96.48,100.00,2.036E+21,1.936E+21,2.097E+21
2018-06-25,2.81E+18,2.80E+18,2.86E+18,98.27,97.97,100.00,2.039E+21,1.939E+21,2.100E+21
2018-06-26,2.80E+18,2.79E+18,2.85E+18,98.42,98.14,99.90,2.042E+21,1.942E+21,2.103E+21
2018-06-27,2.85E+18,2.85E+18,2.91E+18,98.04,98.04,100.00,2.045E+21,1.944E+21,2.105E+21
2018-06-28,2.66E+18,2.62E+18,2.71E+18,98.35,96.98,100.00,2.047E+21,1.947E+21,2.108E+21
2018-06-29,2.73E+18,2.73E+18,2.78E+18,98.41,98.32,100.00,2.050E+21,1.950E+21,2.111E+21
2018-06-30,2.27E+18,2.27E+18,2.31E+18,98.4,98.04,100.00,2.052E+21,1.952E+21,2.113E+21
2018-07-01,2.82E+18,2.81E+18,2.87E+18,98.2,97.91,100.00,2.055E+21,1.955E+21,2.116E+21
2018-07-02,2.42E+18,2.33E+18,2.46E+18,98.2,94.83,100.00,2.058E+21,1.957E+21,2.119E+21
2018-07-03,2.48E+18,2.48E+18,2.53E+18,98.26,98.23,100.00,2.060E+21,1.960E+21,2.121E+21
2018-07-04,2.49E+18,2.48E+18,2.53E+18,98.22,97.89,100.00,2.062E+21,1.962E+21,2.124E+21
2018-07-05,1.52E+18,1.52E+18,2.28E+18,66.54,66.51,73.30,2.064E+21,1.964E+21,2.126E+21
2018-07-06,2.15E+18,2.15E+18,2.19E+18,98.47,98.13,100.00,2.066E+21,1.966E+21,2.128E+21
2018-10-20,1.97E+17,0.00E+00,2.02E+17,97.49,0,92.50,2.066E+21,1.966E+21,2.128E+21
2018-10-21,9.06E+17,0.00E+00,9.18E+17,98.67,0,100.00,2.067E+21,1.966E+21,2.129E+21
2018-10-22,1.01E+18,0.00E+00,1.02E+18,98.71,0,100.00,2.068E+21,1.966E+21,2.130E+21
2018-10-23,1.10E+18,2.48E+17,1.11E+18,98.6,22.21,100.00,2.069E+21,1.966E+21,2.131E+21
2018-10-24,9.26E+17,4.14E+17,9.66E+17,95.81,42.82,100.00,2.070E+21,1.966E+21,2.132E+21
2018-10-25,1.12E+18,1.11E+18,1.13E+18,98.60,98.27,100.00,2.071E+21,1.968E+21,2.133E+21
2018-10-26,1.30E+18,1.26E+18,1.32E+18,98.61,95.38,100.00,2.073E+21,1.969E+21,2.135E+21
2018-10-27,1.29E+18,1.28E+18,1.34E+18,95.84,95.57,97.60,2.074E+21,1.970E+21,2.136E+21
2018-10-28,6.53E+17,6.49E+17,6.62E+17,98.68,98.15,100.00,2.075E+21,1.971E+21,2.137E+21
2018-10-29,1.32E+18,1.31E+18,1.34E+18,98.43,98.13,100.00,2.076E+21,1.972E+21,2.138E+21
2018-10-30,1.45E+18,1.45E+18,1.47E+18,98.24,98.22,100.00,2.077E+21,1.974E+21,2.140E+21
2018-10-31,1.50E+18,1.50E+18,1.62E+18,92.52,92.28,96.70,2.079E+21,1.975E+21,2.141E+21
2018-11-01,1.46E+18,1.45E+18,1.57E+18,93.32,92.24,96.40,2.080E+21,1.976E+21,2.143E+21
2018-11-02,1.24E+18,1.24E+18,1.39E+18,89.63,89.32,96.10,2.082E+21,1.978E+21,2.144E+21
2018-11-03,1.52E+18,1.52E+18,1.55E+18,98.19,98.17,100.00,2.083E+21,1.979E+21,2.146E+21
2018-11-04,1.54E+18,1.53E+18,1.64E+18,93.92,93.02,100.00,2.085E+21,1.981E+21,2.147E+21
2018-11-05,1.37E+18,1.29E+18,1.39E+18,98.42,92.84,100.00,2.086E+21,1.982E+21,2.149E+21
2018-11-06,1.25E+18,1.25E+18,1.27E+18,98.47,98.16,100.00,2.087E+21,1.983E+21,2.150E+21
2018-11-07,7.11E+17,7.07E+17,7.24E+17,98.26,97.7,99.70,2.088E+21,1.984E+21,2.151E+21
2018-11-08,1.70E+18,1.70E+18,1.73E+18,98.28,98.00,100.00,2.090E+21,1.986E+21,2.153E+21
2018-11-09,8.01E+17,7.94E+17,8.14E+17,98.35,97.56,100.00,2.091E+21,1.987E+21,2.153E+21
2018-11-10,1.31E+18,1.31E+18,1.34E+18,98.17,97.68,100.00,2.092E+21,1.988E+21,2.155E+21
2018-11-11,1.62E+18,1.61E+18,1.65E+18,98.19,97.85,100.00,2.093E+21,1.989E+21,2.156E+21
2018-11-12,2.08E+18,2.02E+18,2.12E+18,98.23,95.43,99.90,2.096E+21,1.991E+21,2.158E+21
2018-11-13,2.12E+18,2.10E+18,2.16E+18,98.28,97.17,100.00,2.098E+21,1.994E+21,2.161E+21
2018-11-14,9.19E+17,9.19E+17,9.34E+17,98.35,98.32,98.00,2.099E+21,1.994E+21,2.162E+21
2018-11-15,2.35E+18,2.35E+18,2.39E+18,98.30,98.05,100.00,2.101E+21,1.997E+21,2.164E+21
2018-11-16,2.02E+18,2.01E+18,2.06E+18,98.13,97.76,100.00,2.103E+21,1.999E+21,2.166E+21
2018-11-17,2.74E+18,2.73E+18,2.79E+18,98.18,97.91,100.00,2.106E+21,2.002E+21,2.169E+21
2018-11-18,2.85E+18,2.84E+18,2.91E+18,98.14,97.87,100.00,2.109E+21,2.004E+21,2.172E+21
2018-11-19,2.86E+18,2.85E+18,2.91E+18,98.23,97.97,100.00,2.111E+21,2.007E+21,2.175E+21
2018-11-20,2.75E+18,2.74E+18,2.80E+18,98.23,97.97,100.00,2.114E+21,2.010E+21,2.177E+21
2018-11-21,2.83E+18,2.69E+18,2.88E+18,98.19,93.36,100.00,2.117E+21,2.013E+21,2.180E+21
2018-11-22,2.91E+18,2.87E+18,2.97E+18,98.17,96.59,100.00,2.120E+21,2.016E+21,2.183E+21
2018-11-23,2.96E+18,2.95E+18,3.01E+18,98.19,97.93,100.00,2.123E+21,2.018E+21,2.186E+21
2018-11-24,2.96E+18,2.95E+18,3.02E+18,98.19,97.94,100.00,2.126E+21,2.021E+21,2.189E+21
2018-11-25,2.86E+18,2.84E+18,2.91E+18,98.29,97.51,100.00,2.129E+21,2.024E+21,2.192E+21
2018-11-26,2.91E+18,2.90E+18,2.96E+18,98.26,97.96,100.00,2.132E+21,2.027E+21,2.195E+21
2018-11-27,2.89E+18,2.89E+18,2.95E+18,98.14,97.89,100.00,2.134E+21,2.030E+21,2.198E+21
2018-11-28,2.61E+18,2.57E+18,2.68E+18,97.48,95.72,100.00,2.137E+21,2.033E+21,2.201E+21
2018-11-29,2.51E+18,2.45E+18,2.55E+18,98.29,96.08,100.00,2.140E+21,2.035E+21,2.203E+21
2018-11-30,2.67E+18,2.66E+18,2.74E+18,97.67,97.34,99.40,2.142E+21,2.038E+21,2.206E+21
2018-12-01,3.10E+18,3.07E+18,3.15E+18,98.23,97.43,100.00,2.145E+21,2.041E+21,2.209E+21
2018-12-02,3.02E+18,3.02E+18,3.08E+18,98.26,98.01,100.00,2.148E+21,2.044E+21,2.212E+21
2018-12-03,2.96E+18,2.95E+18,3.01E+18,98.31,98.04,100.00,2.151E+21,2.047E+21,2.215E+21
2018-12-04,3.06E+18,3.05E+18,3.11E+18,98.25,97.96,100.00,2.154E+21,2.050E+21,2.218E+21
2018-12-05,3.01E+18,2.90E+18,3.07E+18,98.23,94.53,100.00,2.157E+21,2.053E+21,2.221E+21
2018-12-06,2.89E+18,2.88E+18,2.94E+18,98.23,97.94,100.00,2.160E+21,2.056E+21,2.224E+21
2018-12-07,2.89E+18,2.81E+18,2.94E+18,98.22,95.62,100.00,2.163E+21,2.058E+21,2.227E+21
2018-12-08,3.04E+18,3.03E+18,3.09E+18,98.24,97.94,100.00,2.166E+21,2.061E+21,2.230E+21
2018-12-09,2.64E+18,2.62E+18,2.68E+18,98.29,97.66,100.00,2.169E+21,2.064E+21,2.233E+21
2018-12-10,2.77E+18,2.77E+18,2.86E+18,97.00,96.71,100.00,2.172E+21,2.067E+21,2.236E+21
2018-12-11,2.98E+18,2.97E+18,3.03E+18,98.24,97.95,100.00,2.175E+21,2.070E+21,2.239E+21
2018-12-12,1.98E+18,1.83E+18,2.02E+18,98.06,90.72,100.00,2.177E+21,2.072E+21,2.241E+21
2018-12-13,2.84E+18,2.83E+18,2.89E+18,98.20,97.91,100.00,2.179E+21,2.074E+21,2.244E+21
2018-12-14,2.82E+18,2.81E+18,2.87E+18,98.25,97.97,100.00,2.182E+21,2.077E+21,2.247E+21
2018-12-15,2.39E+18,2.39E+18,2.89E+18,82.74,82.47,86.20,2.185E+21,2.080E+21,2.250E+21
2018-12-16,1.64E+18,1.64E+18,3.12E+18,52.55,52.53,60.90,2.186E+21,2.081E+21,2.253E+21
2018-12-17,6.98E+17,6.98E+17,2.96E+18,23.58,23.57,23.80,2.187E+21,2.082E+21,2.256E+21
2018-12-18,1.44E+18,1.44E+18,1.77E+18,81.44,81.41,99.90,2.188E+21,2.083E+21,2.258E+21
2018-12-19,2.32E+18,1.94E+18,2.88E+18,80.61,67.37,87.50,2.191E+21,2.085E+21,2.260E+21
2018-12-20,2.28E+18,2.20E+18,3.01E+18,75.67,72.89,78.50,2.193E+21,2.088E+21,2.263E+21
2018-12-21,2.67E+18,2.18E+18,2.78E+18,95.83,78.32,98.30,2.196E+21,2.090E+21,2.266E+21
2018-12-22,2.89E+18,2.78E+18,2.97E+18,97.47,93.75,96.10,2.199E+21,2.093E+21,2.269E+21
2018-12-23,3.11E+18,3.03E+18,3.16E+18,98.21,95.85,100.00,2.202E+21,2.096E+21,2.272E+21
2018-12-24,3.14E+18,3.12E+18,3.20E+18,98.06,97.43,100.00,2.205E+21,2.099E+21,2.276E+21
2018-12-25,3.17E+18,3.11E+18,3.23E+18,98.24,96.31,100.00,2.208E+21,2.102E+21,2.279E+21
2018-12-26,1.92E+18,1.91E+18,3.04E+18,63.11,62.85,100.00,2.210E+21,2.104E+21,2.282E+21
2018-12-27,2.66E+18,2.66E+18,3.14E+18,84.85,84.59,99.20,2.213E+21,2.106E+21,2.285E+21
2018-12-28,2.66E+18,2.43E+18,2.78E+18,95.84,87.34,100.00,2.215E+21,2.109E+21,2.288E+21
2018-12-29,3.12E+18,3.11E+18,3.18E+18,98.15,97.86,100.00,2.218E+21,2.112E+21,2.291E+21
2018-12-30,3.10E+18,2.73E+18,3.15E+18,98.31,86.55,100.00,2.221E+21,2.115E+21,2.294E+21
2018-12-31,3.14E+18,3.13E+18,3.20E+18,98.26,97.97,100.00,2.225E+21,2.118E+21,2.297E+21
2019-01-01,2.66E+18,2.65E+18,2.71E+18,98.19,97.86,100.00,2.227E+21,2.120E+21,2.300E+21
2019-01-02,2.93E+18,2.86E+18,3.06E+18,95.63,93.50,97.50,2.230E+21,2.123E+21,2.303E+21
2019-01-03,3.14E+18,2.83E+18,3.20E+18,98.22,88.35,100.00,2.233E+21,2.126E+21,2.306E+21
2019-01-04,2.79E+18,2.78E+18,2.85E+18,98.20,97.88,100.00,2.236E+21,2.129E+21,2.309E+21
2019-01-05,3.13E+18,1.74E+18,3.19E+18,98.21,54.73,100.00,2.239E+21,2.131E+21,2.312E+21
2019-01-06,3.13E+18,0.00E+00,3.19E+18,98.22,0.00,100.00,2.242E+21,2.131E+21,2.315E+21
2019-01-07,2.56E+18,2.65E+17,2.61E+18,98.20,10.15,100.00,2.245E+21,2.131E+21,2.318E+21
2019-01-08,2.19E+18,2.18E+18,2.24E+18,98.04,97.64,100.00,2.247E+21,2.133E+21,2.320E+21
2019-01-09,3.02E+18,2.75E+18,3.08E+18,98.15,89.47,100.00,2.250E+21,2.136E+21,2.323E+21
